id,category
1504,Doctor Consultations
1505,Overall Patient Satisfaction
1506,Patient-Doctor Communication
1507,Patient-Doctor Communication
1508,Follow-Up and Continuity of Care
1509,Telephone Service
1510,Follow-Up and Continuity of Care
1511,Patient-Doctor Communication
1512,Telehealth Services
1513,Health Outcome Satisfaction
1514,Medical Staff Competence
1515,Telephone Service
1516,Follow-Up and Continuity of Care
1517,Vaccinations
1518,Telephone Service
1519,Test Results
1520,Medical Staff Competence
1521,Patient Empowerment and Support
1522,Patient-Doctor Communication
1523,Medical Staff Competence
1524,Health Outcome Satisfaction
1525,Medical Staff Competence
1526,Follow-Up and Continuity of Care
1527,Medical Staff Competence
1528,Patient-Doctor Communication
1529,Reception Staff Interaction
1530,Telephone Service
1531,Telephone Service
1532,Reception Staff Interaction
1533,Follow-Up and Continuity of Care
1534,Reception Staff Interaction
1535,Vaccinations
1536,Reception Staff Interaction
1537,Appointment Accessibility
1538,Test Results
1539,Overall Patient Satisfaction
1540,Patient Empowerment and Support
1541,Medical Staff Competence
1542,Follow-Up and Continuity of Care
1543,Follow-Up and Continuity of Care
1544,Medical Staff Competence
1545,Telephone Service
1546,Overall Patient Satisfaction
1547,Patient Empowerment and Support
1548,Patient-Doctor Communication
1549,Blood Test Results & Imaging
1550,Reception Staff Interaction
1551,Medical Staff Competence
1552,Appointment Accessibility
1553,Reception Staff Interaction
1554,Patient Empowerment and Support
1555,Vaccinations
1556,Reception Staff Interaction
1557,Reception Staff Interaction
1558,Patient-Doctor Communication
1559,Patient-Doctor Communication
1560,Telephone Service
1561,Reception Staff Interaction
1562,Reception Staff Interaction
1563,Patient Education and Resources
1564,Overall Patient Satisfaction
1565,Reception Staff Interaction
1566,Facilities and Cleanliness
1567,Overall Patient Satisfaction
1568,Overall Patient Satisfaction
1569,Patient Privacy and Confidentiality
1570,Reception Staff Interaction
1571,Follow-Up and Continuity of Care
1572,Follow-Up and Continuity of Care
1573,Reception Staff Interaction
1574,Follow-Up and Continuity of Care
1575,Telephone Service
1576,Follow-Up and Continuity of Care
1577,Patient-Doctor Communication
1578,Reception Staff Interaction
1579,Medical Staff Competence
1580,Telephone Service
1581,Patient-Doctor Communication
1582,Test Results
1583,Patient Participation Group
1584,Overall Patient Satisfaction
1585,Overall Patient Satisfaction
1586,Waiting Room Comfort
1587,Patient-Doctor Communication
1588,Reception Staff Interaction
1589,Test Results
1590,Telephone Service
1591,Reception Staff Interaction
1592,Reception Staff Interaction
1593,Follow-Up and Continuity of Care
1594,Patient Empowerment and Support
1595,Reception Staff Interaction
1596,Patient-Doctor Communication
1597,Telephone Service
1598,Patient-Doctor Communication
1599,Medical Staff Competence
1600,Patient Safety
1601,Test Results
1602,Reception Staff Interaction
1603,Patient-Doctor Communication
1604,Health Outcome Satisfaction
1605,Patient Empowerment and Support
1606,Patient-Doctor Communication
1607,Reception Staff Interaction
1608,Patient Empowerment and Support
1609,Patient-Doctor Communication
1610,Vaccinations
1611,Medical Staff Competence
1612,Reception Staff Interaction
1613,Patient-Doctor Communication
1614,Patient Empowerment and Support
1615,Test Results
1616,Reception Staff Interaction
1617,Follow-Up and Continuity of Care
1618,Patient-Doctor Communication
1619,Appointment Accessibility
1620,Test Results
1621,Prescription and Medication Management
1622,Reception Staff Interaction
1623,Reception Staff Interaction
1624,Medical Staff Competence
1625,Telephone Service
1626,Telephone Service
1627,Appointment Accessibility
1628,Doctor Consultations
1629,Patient Empowerment and Support
1630,Facilities and Cleanliness
1631,Cultural Sensitivity
1632,Overall Patient Satisfaction
1633,Telephone Service
1634,Patient-Doctor Communication
1635,Reception Staff Interaction
1636,Reception Staff Interaction
1637,Reception Staff Interaction
1638,Reception Staff Interaction
1639,Reception Staff Interaction
1640,Follow-Up and Continuity of Care
1641,Reception Staff Interaction
1642,Overall Patient Satisfaction
1643,Reception Staff Interaction
1644,Reception Staff Interaction
1645,Follow-Up and Continuity of Care
1646,Reception Staff Interaction
1647,Medical Staff Competence
1648,Medical Staff Competence
1649,Reception Staff Interaction
1650,Reception Staff Interaction
1651,Reception Staff Interaction
1652,Follow-Up and Continuity of Care
1653,Patient Empowerment and Support
1654,Reception Staff Interaction
1655,Reception Staff Interaction
1656,Medical Staff Competence
1657,Reception Staff Interaction
1658,Patient Privacy and Confidentiality
1659,Overall Patient Satisfaction
1660,Overall Patient Satisfaction
1661,Reception Staff Interaction
1662,Patient-Doctor Communication
1663,Doctor Consultations
1664,Patient-Doctor Communication
1665,Weekend Service Availability
1666,Patient-Doctor Communication
1667,Reception Staff Interaction
1668,Patient-Doctor Communication
1669,Telephone Service
1670,Follow-Up and Continuity of Care
1671,Telephone Service
1672,Follow-Up and Continuity of Care
1673,Reception Staff Interaction
1674,Reception Staff Interaction
1675,Reception Staff Interaction
1676,Medical Staff Competence
1677,Health Outcome Satisfaction
1678,Reception Staff Interaction
1679,Reception Staff Interaction
1680,Reception Staff Interaction
1681,Medical Staff Competence
1682,Reception Staff Interaction
1683,Reception Staff Interaction
1684,Prescription and Medication Management
1685,Patient Empowerment and Support
1686,Medical Staff Competence
1687,Test Results
1688,Overall Patient Satisfaction
1689,Patient-Doctor Communication
1690,Reception Staff Interaction
1691,Health Outcome Satisfaction
1692,Overall Patient Satisfaction
1693,Reception Staff Interaction
1694,Vaccinations
1695,Reception Staff Interaction
1696,Patient-Doctor Communication
1697,Reception Staff Interaction
1698,Medical Staff Competence
1699,Reception Staff Interaction
1700,Reception Staff Interaction
1701,Patient Empowerment and Support
1702,Follow-Up and Continuity of Care
1703,Reception Staff Interaction
1704,Patient-Doctor Communication
1705,Reception Staff Interaction
1706,Telephone Service
1707,Patient-Doctor Communication
1708,Appointment Accessibility
1709,Appointment Accessibility
1710,Telephone Service
1711,Reception Staff Interaction
1712,Appointment Accessibility
1713,Telephone Service
1714,Home Visits
1715,Reception Staff Interaction
1716,Overall Patient Satisfaction
1717,Reception Staff Interaction
1718,Follow-Up and Continuity of Care
1719,Overall Patient Satisfaction
1720,Patient-Doctor Communication
1721,Medical Staff Competence
1722,Follow-Up and Continuity of Care
1723,Patient-Doctor Communication
1724,Health Outcome Satisfaction
1725,Facilities and Cleanliness
1726,Health Outcome Satisfaction
1727,Reception Staff Interaction
1728,Appointment Accessibility
1729,Overall Patient Satisfaction
1730,Overall Patient Satisfaction
1731,Telephone Service
1732,Telephone Service
1733,Patient Empowerment and Support
1734,Reception Staff Interaction
1735,Referral Efficiency
1736,Overall Patient Satisfaction
1737,Reception Staff Interaction
1738,Overall Patient Satisfaction
1739,Medical Staff Competence
1740,Patient Empowerment and Support
1741,Patient-Doctor Communication
1742,Test Results
1743,Patient-Doctor Communication
1744,Telephone Service
1745,Overall Patient Satisfaction
1746,Reception Staff Interaction
1747,Medical Staff Competence
1748,Overall Patient Satisfaction
1749,Telephone Service
1750,Overall Patient Satisfaction
1751,Follow-Up and Continuity of Care
1752,Medical Staff Competence
1753,Patient-Doctor Communication
1754,Reception Staff Interaction
1755,Overall Patient Satisfaction
1756,Overall Patient Satisfaction
1757,Patient-Doctor Communication
1758,Overall Patient Satisfaction
1759,Facilities and Cleanliness
1760,Patient-Doctor Communication
1761,Overall Patient Satisfaction
1762,Reception Staff Interaction
1763,Follow-Up and Continuity of Care
1764,Reception Staff Interaction
1765,Reception Staff Interaction
1766,Medical Staff Competence
1767,Follow-Up and Continuity of Care
1768,Medical Staff Competence
1769,Medical Staff Competence
1770,Reception Staff Interaction
1771,Test Results
1772,Follow-Up and Continuity of Care
1773,Follow-Up and Continuity of Care
1774,Follow-Up and Continuity of Care
1775,Reception Staff Interaction
1776,Reception Staff Interaction
1777,Telephone Service
1778,Reception Staff Interaction
1779,Reception Staff Interaction
1780,Reception Staff Interaction
1781,Patient Privacy and Confidentiality
1782,Patient-Doctor Communication
1783,Mental Health Support
1784,Follow-Up and Continuity of Care
1785,Reception Staff Interaction
1786,Follow-Up and Continuity of Care
1787,Overall Patient Satisfaction
1788,Patient-Doctor Communication
1789,Follow-Up and Continuity of Care
1790,Patient-Doctor Communication
1791,Telephone Service
1792,Patient-Doctor Communication
1793,Mental Health Support
1794,Telephone Service
1795,Patient-Doctor Communication
1796,Reception Staff Interaction
1797,Telephone Service
1798,Telephone Service
1799,Patient-Doctor Communication
1800,Follow-Up and Continuity of Care
1801,Appointment Accessibility
1802,Medical Staff Competence
1803,Patient-Doctor Communication
1804,Overall Patient Satisfaction
1805,Follow-Up and Continuity of Care
1806,Reception Staff Interaction
1807,Medical Staff Competence
1808,Reception Staff Interaction
1809,Prescription and Medication Management
1810,Reception Staff Interaction
1811,Appointment Accessibility
1812,Overall Patient Satisfaction
1813,Appointment Accessibility
1814,Follow-Up and Continuity of Care
1815,Reception Staff Interaction
1816,Reception Staff Interaction
1817,Reception Staff Interaction
1818,Patient-Doctor Communication
1819,Reception Staff Interaction
1820,Medical Staff Competence
1821,Reception Staff Interaction
1822,Overall Patient Satisfaction
1823,Medical Staff Competence
1824,Telephone Service
1825,Telephone Service
1826,Doctor Consultations
1827,Telephone Service
1828,Patient-Doctor Communication
1829,Reception Staff Interaction
1830,Patient-Doctor Communication
1831,Telephone Service
1832,Reception Staff Interaction
1833,Patient-Doctor Communication
1834,Telephone Service
1835,Patient Safety
1836,Telephone Service
1837,Patient Privacy and Confidentiality
1838,Telephone Service
1839,Appointment Accessibility
1840,Follow-Up and Continuity of Care
1841,Reception Staff Interaction
1842,Reception Staff Interaction
1843,Follow-Up and Continuity of Care
1844,Patient-Doctor Communication
1845,Patient-Doctor Communication
1846,Follow-Up and Continuity of Care
1847,Patient-Doctor Communication
1848,Patient Privacy and Confidentiality
1849,Reception Staff Interaction
1850,Telephone Service
1851,Reception Staff Interaction
1852,Telephone Service
1853,Emergency Handling
1854,Prescription and Medication Management
1855,Telephone Service
1856,Reception Staff Interaction
1857,Telephone Service
1858,Follow-Up and Continuity of Care
1859,Follow-Up and Continuity of Care
1860,Reception Staff Interaction
1861,Reception Staff Interaction
1862,Reception Staff Interaction
1863,Prescription and Medication Management
1864,Telephone Service
1865,Vaccinations
1866,Patient Safety
1867,Reception Staff Interaction
1868,Reception Staff Interaction
1869,Follow-Up and Continuity of Care
1870,Doctor Consultations
1871,Medical Staff Competence
1872,Reception Staff Interaction
1873,Patient-Doctor Communication
1874,Reception Staff Interaction
1875,Patient-Doctor Communication
1876,Appointment Accessibility
1877,Reception Staff Interaction
1878,Patient-Doctor Communication
1879,Telephone Service
1880,Patient-Doctor Communication
1881,Medical Staff Competence
1882,Follow-Up and Continuity of Care
1883,Medical Staff Competence
1884,Reception Staff Interaction
1885,Reception Staff Interaction
1886,Follow-Up and Continuity of Care
1887,Reception Staff Interaction
1888,Mental Health Support
1889,Medical Staff Competence
1890,Patient-Doctor Communication
1891,Medical Staff Competence
1892,Appointment Accessibility
1893,Telephone Service
1894,Reception Staff Interaction
1895,Prescription and Medication Management
1896,Follow-Up and Continuity of Care
1897,Telephone Service
1898,Telephone Service
1899,Overall Patient Satisfaction
1900,Patient-Doctor Communication
1901,Appointment Accessibility
1902,Weekend Service Availability
1903,Patient-Doctor Communication
1904,Patient Empowerment and Support
1905,Reception Staff Interaction
1906,Online Services & Digital Health
1907,Medical Staff Competence
1908,Telephone Service
1909,Overall Patient Satisfaction
1910,Overall Patient Satisfaction
1911,Patient-Doctor Communication
1912,Overall Patient Satisfaction
1913,Medical Staff Competence
1914,Reception Staff Interaction
1915,Follow-Up and Continuity of Care
1916,Medical Staff Competence
1917,Follow-Up and Continuity of Care
1918,Overall Patient Satisfaction
1919,Facilities and Cleanliness
1920,Follow-Up and Continuity of Care
1921,Patient-Doctor Communication
1922,Waiting Room Comfort
1923,Reception Staff Interaction
1924,Follow-Up and Continuity of Care
1925,Waiting Room Comfort
1926,Medical Staff Competence
1927,Vaccinations
1928,Medical Staff Competence
1929,Test Results
1930,Overall Patient Satisfaction
1931,Reception Staff Interaction
1932,Reception Staff Interaction
1933,Reception Staff Interaction
1934,Medical Staff Competence
1935,Reception Staff Interaction
1936,Follow-Up and Continuity of Care
1937,Health Outcome Satisfaction
1938,Reception Staff Interaction
1939,Appointment Accessibility
1940,Patient Empowerment and Support
1941,Overall Patient Satisfaction
1942,Medical Staff Competence
1943,Patient Participation Group
1944,Telephone Service
1945,Medical Staff Competence
1946,Follow-Up and Continuity of Care
1947,Patient Empowerment and Support
1948,Prescription and Medication Management
1949,Patient-Doctor Communication
1950,Patient-Doctor Communication
1951,Appointment Accessibility
1952,Patient-Doctor Communication
1953,Telephone Service
1954,Reception Staff Interaction
1955,Telephone Service
1956,Overall Patient Satisfaction
1957,Telephone Service
1958,Telephone Service
1959,Patient Empowerment and Support
1960,Medical Staff Competence
1961,Telephone Service
1962,Prescription and Medication Management
1963,Telephone Service
1964,Patient-Doctor Communication
1965,Reception Staff Interaction
1966,Telephone Service
1967,Doctor Consultations
1968,Patient-Doctor Communication
1969,Prescription and Medication Management
1970,Doctor Consultations
1971,Patient Privacy and Confidentiality
1972,Prescription and Medication Management
1973,Patient-Doctor Communication
1974,Reception Staff Interaction
1975,Overall Patient Satisfaction
1976,Follow-Up and Continuity of Care
1977,Reception Staff Interaction
1978,Medical Staff Competence
1979,Vaccinations
1980,Follow-Up and Continuity of Care
1981,Patient-Doctor Communication
1982,Telephone Service
1983,Medical Staff Competence
1984,Medical Staff Competence
1985,Patient-Doctor Communication
1986,Follow-Up and Continuity of Care
1987,Patient-Doctor Communication
1988,Reception Staff Interaction
1989,Reception Staff Interaction
1990,Prescription and Medication Management
1991,Telephone Service
1992,Telephone Service
1993,Overall Patient Satisfaction
1994,Patient-Doctor Communication
1995,Telephone Service
1996,Appointment Accessibility
1997,Patient-Doctor Communication
1998,Patient-Doctor Communication
1999,Test Results
2000,Prescription and Medication Management
2001,Appointment Accessibility
2002,Patient Safety
2003,Telephone Service
2004,Telephone Service
2005,Telephone Service
2006,Reception Staff Interaction
2007,Patient-Doctor Communication
2008,Reception Staff Interaction
2009,Reception Staff Interaction
2010,Overall Patient Satisfaction
2011,Appointment Accessibility
2012,Reception Staff Interaction
2013,Prescription and Medication Management
2014,Test Results
2015,Telephone Service
2016,Follow-Up and Continuity of Care
2017,Telephone Service
2018,Telephone Service
2019,Reception Staff Interaction
2020,Patient Safety
2021,Medical Staff Competence
2022,Appointment Accessibility
2023,Patient-Doctor Communication
2024,Reception Staff Interaction
2025,Home Visits
2026,Reception Staff Interaction
2027,Telephone Service
2028,Telephone Service
2029,Telephone Service
2030,Reception Staff Interaction
2031,Telephone Service
2032,Prescription and Medication Management
2033,Prescription and Medication Management
2034,Reception Staff Interaction
2035,Patient-Doctor Communication
2036,Patient Empowerment and Support
2037,Reception Staff Interaction
2038,Patient Privacy and Confidentiality
2039,Mental Health Support
2040,Vaccinations
2041,Reception Staff Interaction
2042,Follow-Up and Continuity of Care
2043,Overall Patient Satisfaction
2044,Patient-Doctor Communication
2045,Patient-Doctor Communication
2046,Follow-Up and Continuity of Care
2047,Telephone Service
2048,Reception Staff Interaction
2049,Reception Staff Interaction
2050,Overall Patient Satisfaction
2051,Mental Health Support
2052,Follow-Up and Continuity of Care
2053,Prescription and Medication Management
2054,Reception Staff Interaction
2055,Reception Staff Interaction
2056,Telephone Service
2057,Appointment Accessibility
2058,Telephone Service
2059,Medical Staff Competence
2060,Telephone Service
2061,Telephone Service
2062,Mental Health Support
2063,Patient-Doctor Communication
2064,Doctor Consultations
2065,Telephone Service
2066,Patient-Doctor Communication
2067,Patient-Doctor Communication
2068,Patient Empowerment and Support
2069,Telephone Service
2070,Follow-Up and Continuity of Care
2071,Telephone Service
2072,Prescription and Medication Management
2073,Prescription and Medication Management
2074,Reception Staff Interaction
2075,Prescription and Medication Management
2076,Weekend Service Availability
2077,Appointment Accessibility
2078,Patient Empowerment and Support
2079,Follow-Up and Continuity of Care
2080,Reception Staff Interaction
2081,Reception Staff Interaction
2082,Overall Patient Satisfaction
2083,Reception Staff Interaction
2084,Health Outcome Satisfaction
2085,Patient Empowerment and Support
2086,Follow-Up and Continuity of Care
2087,Telephone Service
2088,Follow-Up and Continuity of Care
2089,Medical Staff Competence
2090,Follow-Up and Continuity of Care
2091,Doctor Consultations
2092,Medical Staff Competence
2093,Follow-Up and Continuity of Care
2094,Reception Staff Interaction
2095,Overall Patient Satisfaction
2096,Prescription and Medication Management
2097,Patient-Doctor Communication
2098,Patient-Doctor Communication
2099,Vaccinations
2100,Test Results
2101,Overall Patient Satisfaction
2102,Reception Staff Interaction
2103,Overall Patient Satisfaction
2104,Reception Staff Interaction
2105,Patient-Doctor Communication
2106,Reception Staff Interaction
2107,Medical Staff Competence
2108,Patient-Doctor Communication
2109,Overall Patient Satisfaction
2110,Medical Staff Competence
2111,Medical Staff Competence
2112,Follow-Up and Continuity of Care
2113,Medical Staff Competence
2114,Reception Staff Interaction
2115,Patient Empowerment and Support
2116,Medical Staff Competence
2117,Reception Staff Interaction
2118,Patient-Doctor Communication
2119,Reception Staff Interaction
2120,Reception Staff Interaction
2121,Overall Patient Satisfaction
2122,Vaccinations
2123,Vaccinations
2124,Vaccinations
2125,Vaccinations
2126,Follow-Up and Continuity of Care
2127,Reception Staff Interaction
2128,Patient-Doctor Communication
2129,Reception Staff Interaction
2130,Medical Staff Competence
2131,Reception Staff Interaction
2132,Patient Privacy and Confidentiality
2133,Telephone Service
2134,Prescription and Medication Management
2135,Reception Staff Interaction
2136,Overall Patient Satisfaction
2137,Patient Empowerment and Support
2138,Reception Staff Interaction
2139,Reception Staff Interaction
2140,Follow-Up and Continuity of Care
2141,Reception Staff Interaction
2142,Reception Staff Interaction
2143,Reception Staff Interaction
2144,Appointment Accessibility
2145,Telephone Service
2146,Test Results
2147,Reception Staff Interaction
2148,Follow-Up and Continuity of Care
2149,Doctor Consultations
2150,Telephone Service
2151,Test Results
2152,Patient-Doctor Communication
2153,Reception Staff Interaction
2154,Doctor Consultations
2155,Telephone Service
2156,Reception Staff Interaction
2157,Telephone Service
2158,Reception Staff Interaction
2159,Telephone Service
2160,Health Outcome Satisfaction
2161,Telephone Service
2162,Reception Staff Interaction
2163,Reception Staff Interaction
2164,Reception Staff Interaction
2165,Doctor Consultations
2166,Patient-Doctor Communication
2167,Appointment Accessibility
2168,Reception Staff Interaction
2169,Follow-Up and Continuity of Care
2170,Patient-Doctor Communication
2171,Overall Patient Satisfaction
2172,Overall Patient Satisfaction
2173,Reception Staff Interaction
2174,Patient Empowerment and Support
2175,Vaccinations
2176,Vaccinations
2177,Vaccinations
2178,Medical Staff Competence
2179,Vaccinations
2180,Vaccinations
2181,Vaccinations
2182,Reception Staff Interaction
2183,Medical Staff Competence
2184,Reception Staff Interaction
2185,Reception Staff Interaction
2186,Vaccinations
2187,Telephone Service
2188,Follow-Up and Continuity of Care
2189,Reception Staff Interaction
2190,Telephone Service
2191,Patient Empowerment and Support
2192,Telephone Service
2193,Weekend Service Availability
2194,Telephone Service
2195,Reception Staff Interaction
2196,Vaccinations
2197,Vaccinations
2198,Facilities and Cleanliness
2199,Vaccinations
2200,Vaccinations
2201,Vaccinations
2202,Vaccinations
2203,Patient Empowerment and Support
2204,Vaccinations
2205,Vaccinations
2206,Vaccinations
2207,Telephone Service
2208,Vaccinations
2209,Vaccinations
2210,Vaccinations
2211,Follow-Up and Continuity of Care
2212,Vaccinations
2213,Follow-Up and Continuity of Care
2214,Vaccinations
2215,Appointment Accessibility
2216,Patient-Doctor Communication
2217,Medical Staff Competence
2218,Reception Staff Interaction
2219,Follow-Up and Continuity of Care
2220,Patient Empowerment and Support
2221,Patient-Doctor Communication
2222,Follow-Up and Continuity of Care
2223,Reception Staff Interaction
2224,Follow-Up and Continuity of Care
2225,Vaccinations
2226,Follow-Up and Continuity of Care
2227,Doctor Consultations
2228,Overall Patient Satisfaction
2229,Home Visits
2230,Follow-Up and Continuity of Care
2231,Patient-Doctor Communication
2232,Telephone Service
2233,Vaccinations
2234,Telephone Service
2235,Reception Staff Interaction
2236,Telephone Service
2237,Prescription and Medication Management
2238,Prescription and Medication Management
2239,Prescription and Medication Management
2240,Weekend Service Availability
2241,Telephone Service
2242,Reception Staff Interaction
2243,Prescription and Medication Management
2244,Medical Staff Competence
2245,Reception Staff Interaction
2246,Patient-Doctor Communication
2247,Prescription and Medication Management
2248,Medical Staff Competence
2249,Follow-Up and Continuity of Care
2250,Telephone Service
2251,Telephone Service
2252,Medical Staff Competence
2253,Prescription and Medication Management
2254,Reception Staff Interaction
2255,Reception Staff Interaction
2256,Test Results
2257,Telephone Service
2258,Telephone Service
2259,Reception Staff Interaction
2260,Patient-Doctor Communication
2261,Reception Staff Interaction
2262,Medical Staff Competence
2263,Follow-Up and Continuity of Care
2264,Test Results
2265,Medical Staff Competence
2266,Patient-Doctor Communication
2267,Medical Staff Competence
2268,Telephone Service
2269,Follow-Up and Continuity of Care
2270,Appointment Accessibility
2271,Follow-Up and Continuity of Care
2272,Patient-Doctor Communication
2273,Follow-Up and Continuity of Care
2274,Patient-Doctor Communication
2275,Follow-Up and Continuity of Care
2276,Reception Staff Interaction
2277,Health Outcome Satisfaction
2278,Reception Staff Interaction
2279,Vaccinations
2280,Reception Staff Interaction
2281,Follow-Up and Continuity of Care
2282,Follow-Up and Continuity of Care
2283,Telephone Service
2284,Reception Staff Interaction
2285,Reception Staff Interaction
2286,Accessibility for Disabled Patients
2287,Telephone Service
2288,Reception Staff Interaction
2289,Telephone Service
2290,Follow-Up and Continuity of Care
2291,Mental Health Support
2292,Appointment Accessibility
2293,Reception Staff Interaction
2294,Appointment Accessibility
2295,Patient-Doctor Communication
2296,Appointment Accessibility
2297,Telephone Service
2298,Reception Staff Interaction
2299,Telephone Service
2300,Telephone Service
2301,Telephone Service
2302,Telephone Service
2303,Telephone Service
2304,Reception Staff Interaction
2305,Overall Patient Satisfaction
2306,Reception Staff Interaction
2307,Reception Staff Interaction
2308,Telephone Service
2309,Follow-Up and Continuity of Care
2310,Reception Staff Interaction
2311,Reception Staff Interaction
2312,Overall Patient Satisfaction
2313,Reception Staff Interaction
2314,Patient Empowerment and Support
2315,Patient-Doctor Communication
2316,Medical Staff Competence
2317,Reception Staff Interaction
2318,Telephone Service
2319,Reception Staff Interaction
2320,Reception Staff Interaction
2321,Test Results
2322,Reception Staff Interaction
2323,Prescription and Medication Management
2324,Medical Staff Competence
2325,Follow-Up and Continuity of Care
2326,Test Results
2327,Medical Staff Competence
2328,Prescription and Medication Management
2329,Appointment Accessibility
2330,Telephone Service
2331,Telephone Service
2332,Medical Staff Competence
2333,Medical Staff Competence
2334,Medical Staff Competence
2335,Prescription and Medication Management
2336,Follow-Up and Continuity of Care
2337,Test Results
2338,Medical Staff Competence
2339,Reception Staff Interaction
2340,Medical Staff Competence
2341,Mental Health Support
2342,Follow-Up and Continuity of Care
2343,Patient-Doctor Communication
2344,Reception Staff Interaction
2345,Overall Patient Satisfaction
2346,Follow-Up and Continuity of Care
2347,Reception Staff Interaction
2348,Patient-Doctor Communication
2349,Patient Empowerment and Support
2350,Reception Staff Interaction
2351,Follow-Up and Continuity of Care
2352,Follow-Up and Continuity of Care
2353,Facilities and Cleanliness
2354,Overall Patient Satisfaction
2355,Test Results
2356,Patient Empowerment and Support
2357,Patient Empowerment and Support
2358,Doctor Consultations
2359,Patient-Doctor Communication
2360,Patient-Doctor Communication
2361,Follow-Up and Continuity of Care
2362,Overall Patient Satisfaction
2363,Patient-Doctor Communication
2364,Overall Patient Satisfaction
2365,Patient-Doctor Communication
2366,Reception Staff Interaction
2367,Medical Staff Competence
2368,Reception Staff Interaction
2369,Patient-Doctor Communication
2370,Overall Patient Satisfaction
2371,Medical Staff Competence
2372,Follow-Up and Continuity of Care
2373,Patient-Doctor Communication
2374,Follow-Up and Continuity of Care
2375,Doctor Consultations
2376,Doctor Consultations
2377,Patient-Doctor Communication
2378,Follow-Up and Continuity of Care
2379,Health Outcome Satisfaction
2380,Patient-Doctor Communication
2381,Prescription and Medication Management
2382,Overall Patient Satisfaction
2383,Blood Test Results & Imaging
2384,Telephone Service
2385,Telephone Service
2386,Patient-Doctor Communication
2387,Patient-Doctor Communication
2388,Overall Patient Satisfaction
2389,Doctor Consultations
2390,Doctor Consultations
2391,Patient-Doctor Communication
2392,Patient-Doctor Communication
2393,Blood Test Results & Imaging
2394,Patient-Doctor Communication
2395,Doctor Consultations
2396,Overall Patient Satisfaction
2397,Overall Patient Satisfaction
2398,Patient-Doctor Communication
2399,Reception Staff Interaction
2400,Patient-Doctor Communication
2401,Patient-Doctor Communication
2402,Overall Patient Satisfaction
2403,Overall Patient Satisfaction
2404,Overall Patient Satisfaction
2405,Overall Patient Satisfaction
2406,Overall Patient Satisfaction
2407,Prescription and Medication Management
2408,Mental Health Support
2409,Patient-Doctor Communication
2410,Patient-Doctor Communication
2411,Prescription and Medication Management
2412,Reception Staff Interaction
2413,Reception Staff Interaction
2414,Reception Staff Interaction
2415,Reception Staff Interaction
2416,Telephone Service
2417,Health Outcome Satisfaction
2418,Overall Patient Satisfaction
2419,Follow-Up and Continuity of Care
2420,Reception Staff Interaction
2421,Reception Staff Interaction
2422,Follow-Up and Continuity of Care
2423,Follow-Up and Continuity of Care
2424,Telephone Service
2425,Follow-Up and Continuity of Care
2426,Patient-Doctor Communication
2427,Appointment Accessibility
2428,Reception Staff Interaction
2429,Reception Staff Interaction
2430,Telephone Service
2431,Reception Staff Interaction
2432,Appointment Accessibility
2433,Test Results
2434,Reception Staff Interaction
2435,Blood Test Results & Imaging
2436,Telephone Service
2437,Reception Staff Interaction
2438,Telephone Service
2439,Appointment Accessibility
2440,Reception Staff Interaction
2441,Reception Staff Interaction
2442,Test Results
2443,Follow-Up and Continuity of Care
2444,Appointment Accessibility
2445,Patient-Doctor Communication
2446,Patient-Doctor Communication
2447,Patient-Doctor Communication
2448,Patient-Doctor Communication
2449,Telephone Service
2450,Patient-Doctor Communication
2451,Reception Staff Interaction
2452,Overall Patient Satisfaction
2453,Patient-Doctor Communication
2454,Prescription and Medication Management
2455,Home Visits
2456,Overall Patient Satisfaction
2457,Appointment Accessibility
2458,Medical Staff Competence
2459,Appointment Accessibility
2460,Follow-Up and Continuity of Care
2461,Patient-Doctor Communication
2462,Patient-Doctor Communication
2463,Telephone Service
2464,Patient-Doctor Communication
2465,Follow-Up and Continuity of Care
2466,Patient-Doctor Communication
2467,Telephone Service
2468,Follow-Up and Continuity of Care
2469,Reception Staff Interaction
2470,Patient-Doctor Communication
2471,Prescription and Medication Management
2472,Test Results
2473,Patient-Doctor Communication
2474,Follow-Up and Continuity of Care
2475,Appointment Accessibility
2476,Test Results
2477,Medical Staff Competence
2478,Telephone Service
2479,Follow-Up and Continuity of Care
2480,Telephone Service
2481,Reception Staff Interaction
2482,Telephone Service
2483,Reception Staff Interaction
2484,Patient-Doctor Communication
2485,Reception Staff Interaction
2486,Reception Staff Interaction
2487,Follow-Up and Continuity of Care
2488,Mental Health Support
2489,Reception Staff Interaction
2490,Reception Staff Interaction
2491,Patient Empowerment and Support
2492,Health Outcome Satisfaction
2493,Reception Staff Interaction
2494,Follow-Up and Continuity of Care
2495,Vaccinations
2496,Patient Empowerment and Support
2497,Medical Staff Competence
2498,Reception Staff Interaction
2499,Reception Staff Interaction
2500,Patient-Doctor Communication
2501,Reception Staff Interaction
2502,Overall Patient Satisfaction
2503,Follow-Up and Continuity of Care
2504,Follow-Up and Continuity of Care
2505,Telephone Service
2506,Patient-Doctor Communication
2507,Reception Staff Interaction
2508,Patient-Doctor Communication
2509,Patient Empowerment and Support
2510,Telephone Service
2511,Telephone Service
2512,Telephone Service
2513,Reception Staff Interaction
2514,Reception Staff Interaction
2515,Health Outcome Satisfaction
2516,Medical Staff Competence
2517,Reception Staff Interaction
2518,Follow-Up and Continuity of Care
2519,Appointment Accessibility
